FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 1, 2, 1, 0, 2, 0, 1, 2], [0, 1, 0, 0, 2, 1, 0, 2, 2], [0, 2, 1, 2, 0, 0, 2, 1], [2, 0, 0, 1, 1, 1, 2], [0, 0, 1, 0, 1, 2], [0, 2, 2], [2], [1, 2], [1], [1]]));3;10;Linear algebra;22504;7.940
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 0, 2, 1, 1, 1, 1, 0, 0, 1], [0, 0, 0, 1, 2, 1, 2, 2, 1], [0, 1, 1, 0, 1, 2, 0, 1], [2, 2, 1, 0, 0, 1, 1], [1, 0, 0, 0, 2], [2, 2, 1, 2, 2], [1, 1, 2, 2], [0, 0, 1], [1]]));3;10;Original;140648;12.260
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 1, 1, 0, 0, 0, 2, 0, 1], [0, 0, 1, 2, 2, 2, 2, 0, 1], [0, 0, 1, 2, 2, 1, 0, 2], [2, 2, 2, 2, 0, 2, 1], [0, 1, 2, 2, 2, 1], [1, 2, 1, 1], [1, 1, 2], [2, 2], [1]]));3;10
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 2, 2, 0, 0, 0, 0, 0, 1], [1, 0, 2, 2, 0, 0, 2], [2, 0, 0, 0, 1, 0, 2, 2], [0, 2, 1, 0, 1, 2], [2, 1, 1, 1, 2, 1], [0, 2, 2, 0, 1], [2, 2, 0, 2], [2, 2], [1]]));3;10;Original;144596;7.790
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 0, 2, 0, 2, 1, 1, 2, 1], [2, 2, 0, 0, 2, 0, 2, 0, 2], [1, 2, 1, 0, 0, 2, 2], [2, 0, 0, 0, 1, 2, 2], [2, 1, 2, 0, 2], [1, 0, 0, 1, 2], [1, 0, 0, 1], [2, 2, 1], [2], [1]]));3;10;Original;50320;17.010
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 0, 2, 1, 2, 0, 0, 1, 1], [2, 2, 1, 2, 1, 0, 1, 2, 2], [0, 0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1], [2, 0, 2, 1, 2, 1], [1, 2, 0, 1, 1], [2, 1, 0, 2], [0, 2, 1]]));3;10
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 0, 2, 2, 0, 2, 1, 1, 0, 1], [2, 1, 1, 0, 0, 0, 2, 2, 1], [0, 0, 2, 2, 2, 0, 2, 1], [1, 1, 2, 1, 1, 2, 1], [1, 2, 0, 0, 0, 1], [2, 1], [1], [2, 0, 1], [2, 2], [1]]));3;10
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 0, 2, 1, 0, 0, 0, 0, 1], [1, 1, 1, 1, 2, 1, 1, 2], [2, 1, 1, 0, 2, 0, 0, 1], [0, 1, 1, 2, 2, 1, 2], [1, 0, 1, 2, 0, 2], [0, 0, 2, 1, 1], [1, 2, 0, 1], [2, 0, 2], [1]]));3;10;Original;400788;21.700
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 2, 2, 0, 0, 1, 2, 2, 2], [1, 2, 1, 0, 2, 2, 0, 2, 1], [2, 2, 1, 0, 1, 0, 2, 2], [1, 0, 0, 1, 1, 2, 2], [0, 1, 2, 1, 0, 2], [1, 2, 0, 2, 2], [2, 1, 1, 2], [1, 2, 1], [1, 1]]));3;10
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 0, 2, 1, 2, 0, 0, 1, 1], [2, 2, 1, 2, 1, 0, 1, 2, 2], [0, 0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1], [2, 0, 2, 1, 2, 1], [1, 2, 0, 1, 1], [2, 1, 0, 2], [0, 2, 1]]));3;10;Linear algebra;209384;2.900
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 1, 2, 1, 0, 2, 0, 1, 2], [0, 1, 0, 0, 2, 1, 0, 2, 2], [0, 2, 1, 2, 0, 0, 2, 1], [2, 0, 0, 1, 1, 1, 2], [0, 0, 1, 0, 1, 2], [0, 2, 2], [2], [1, 2], [1], [1]]));3;10;Original;22504;11.050
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 2, 1, 0, 0, 2, 1, 0, 2], [0, 1, 1, 0, 0, 1, 1, 1, 2], [1, 2, 1, 2, 2, 0, 0, 1], [1, 1, 1, 1, 1, 2, 2], [2, 2, 2, 1, 2, 2], [2, 0, 2, 2, 2], [1, 0, 0, 1], [0, 0, 1], [1, 1]]));3;10
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 0, 2, 1, 2, 0, 0, 1, 1], [2, 2, 1, 2, 1, 0, 1, 2, 2], [0, 0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1], [2, 0, 2, 1, 2, 1], [1, 2, 0, 1, 1], [2, 1, 0, 2], [0, 2, 1]]));3;10;Original;209384;5.040
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 1, 1, 0, 0, 0, 2, 0, 1], [0, 0, 1, 2, 2, 2, 2, 0, 1], [0, 0, 1, 2, 2, 1, 0, 2], [2, 2, 2, 2, 0, 2, 1], [0, 1, 2, 2, 2, 1], [1, 2, 1, 1], [1, 1, 2], [2, 2], [1]]));3;10;Linear algebra;165008;9.580
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 0, 2, 0, 1, 2, 1, 0, 2], [2, 1, 1, 0, 0, 2, 0, 1], [2, 0, 1, 2, 1, 0, 1, 2], [1, 0, 1, 1, 1, 2], [1, 1, 1, 0, 1, 1], [0, 1, 2, 2], [2, 0, 2, 1], [1, 1]]));3;10
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 0, 2, 2, 0, 2, 1, 1, 0, 1], [2, 1, 1, 0, 0, 0, 2, 2, 1], [0, 0, 2, 2, 2, 0, 2, 1], [1, 1, 2, 1, 1, 2, 1], [1, 2, 0, 0, 0, 1], [2, 1], [1], [2, 0, 1], [2, 2], [1]]));3;10;Linear algebra;42570;8.960
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 2, 2, 0, 0, 1, 2, 2, 2], [1, 2, 1, 0, 2, 2, 0, 2, 1], [2, 2, 1, 0, 1, 0, 2, 2], [1, 0, 0, 1, 1, 2, 2], [0, 1, 2, 1, 0, 2], [1, 2, 0, 2, 2], [2, 1, 1, 2], [1, 2, 1], [1, 1]]));3;10;Linear algebra;154337;9.490
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 2, 1, 0, 0, 2, 1, 0, 2], [0, 1, 1, 0, 0, 1, 1, 1, 2], [1, 2, 1, 2, 2, 0, 0, 1], [1, 1, 1, 1, 1, 2, 2], [2, 2, 2, 1, 2, 2], [2, 0, 2, 2, 2], [1, 0, 0, 1], [0, 0, 1], [1, 1]]));3;10;Linear algebra;305535;8.070
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 0, 2, 0, 1, 2, 1, 0, 2], [2, 1, 1, 0, 0, 2, 0, 1], [2, 0, 1, 2, 1, 0, 1, 2], [1, 0, 1, 1, 1, 2], [1, 1, 1, 0, 1, 1], [0, 1, 2, 2], [2, 0, 2, 1], [1, 1]]));3;10;Linear algebra;228550;4.210
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 0, 2, 0, 1, 2, 1, 0, 2], [2, 1, 1, 0, 0, 2, 0, 1], [2, 0, 1, 2, 1, 0, 1, 2], [1, 0, 1, 1, 1, 2], [1, 1, 1, 0, 1, 1], [0, 1, 2, 2], [2, 0, 2, 1], [1, 1]]));3;10;Original;228550;6.900
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 1, 2, 0, 1, 2, 1, 1, 1, 1], [0, 1, 0, 0, 2, 1, 0, 2, 1], [0, 2, 2, 1, 0, 2, 2], [2, 0, 1, 2, 2, 1, 1], [0, 1, 2, 1, 0, 1], [1, 0, 1, 1], [2, 1, 2, 2], [2], [2, 1]]));3;10
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 1, 1, 0, 0, 0, 2, 0, 1], [0, 0, 1, 2, 2, 2, 2, 0, 1], [0, 0, 1, 2, 2, 1, 0, 2], [2, 2, 2, 2, 0, 2, 1], [0, 1, 2, 2, 2, 1], [1, 2, 1, 1], [1, 1, 2], [2, 2], [1]]));3;10;Original;165008;12.150
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 2, 1, 0, 0, 2, 1, 0, 2], [0, 1, 1, 0, 0, 1, 1, 1, 2], [1, 2, 1, 2, 2, 0, 0, 1], [1, 1, 1, 1, 1, 2, 2], [2, 2, 2, 1, 2, 2], [2, 0, 2, 2, 2], [1, 0, 0, 1], [0, 0, 1], [1, 1]]));3;10;Original;305535;8.680
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 1, 1, 0, 0, 2, 0, 2, 0, 1], [1, 1, 1, 0, 1, 1, 1, 0, 1], [0, 2, 2, 2, 1, 2, 2, 2], [2, 1, 2, 2, 0, 1, 1], [0, 1, 0, 1], [2, 1, 1, 2], [1, 2, 1, 1], [2, 1, 1], [0, 2], [1]]));3;10
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 0, 2, 2, 2, 1, 2, 0, 2], [1, 0, 2, 0, 0, 1, 2, 2, 1], [0, 1, 2, 1, 0, 1, 0, 2], [1, 2, 2, 2, 2, 1], [1], [0, 1, 2, 0, 2], [2, 1, 0, 1], [0, 2, 1], [1]]));3;10
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 2, 2, 0, 0, 1, 2, 2, 2], [1, 2, 1, 0, 2, 2, 0, 2, 1], [2, 2, 1, 0, 1, 0, 2, 2], [1, 0, 0, 1, 1, 2, 2], [0, 1, 2, 1, 0, 2], [1, 2, 0, 2, 2], [2, 1, 1, 2], [1, 2, 1], [1, 1]]));3;10;Original;154337;16.620
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 0, 1, 2, 2, 0, 2, 1, 1], [0, 0, 1, 1, 0, 1, 1, 1, 2], [1, 1, 1, 0, 2, 2, 1, 1], [2, 0, 2, 2, 1, 2, 2], [1, 2, 2, 0, 2, 2], [2, 2, 0, 0, 2], [1, 1, 1, 2], [0, 1, 1]]));3;10
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 1, 2, 0, 1, 2, 1, 1, 1, 1], [0, 1, 0, 0, 2, 1, 0, 2, 1], [0, 2, 2, 1, 0, 2, 2], [2, 0, 1, 2, 2, 1, 1], [0, 1, 2, 1, 0, 1], [1, 0, 1, 1], [2, 1, 2, 2], [2], [2, 1]]));3;10;Linear algebra;70688;9.350
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 0, 2, 2, 2, 1, 2, 0, 2], [1, 0, 2, 0, 0, 1, 2, 2, 1], [0, 1, 2, 1, 0, 1, 0, 2], [1, 2, 2, 2, 2, 1], [1], [0, 1, 2, 0, 2], [2, 1, 0, 1], [0, 2, 1], [1]]));3;10;Linear algebra;735032;9.940
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 1, 1, 0, 0, 2, 0, 2, 0, 1], [1, 1, 1, 0, 1, 1, 1, 0, 1], [0, 2, 2, 2, 1, 2, 2, 2], [2, 1, 2, 2, 0, 1, 1], [0, 1, 0, 1], [2, 1, 1, 2], [1, 2, 1, 1], [2, 1, 1], [0, 2], [1]]));3;10;Linear algebra;67508;11.910
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 0, 1, 2, 2, 0, 2, 1, 1], [0, 0, 1, 1, 0, 1, 1, 1, 2], [1, 1, 1, 0, 2, 2, 1, 1], [2, 0, 2, 2, 1, 2, 2], [1, 2, 2, 0, 2, 2], [2, 2, 0, 0, 2], [1, 1, 1, 2], [0, 1, 1]]));3;10;Linear algebra;255720;6.260
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 0, 2, 2, 0, 2, 1, 1, 0, 1], [2, 1, 1, 0, 0, 0, 2, 2, 1], [0, 0, 2, 2, 2, 0, 2, 1], [1, 1, 2, 1, 1, 2, 1], [1, 2, 0, 0, 0, 1], [2, 1], [1], [2, 0, 1], [2, 2], [1]]));3;10;Original;42570;29.350
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 1, 1, 2, 1, 1, 2, 2, 0, 1], [1, 1, 0, 2, 2, 2, 2], [0, 2, 0, 2], [1, 0, 1, 0, 1, 1, 2], [1, 2, 0, 1, 1, 1], [0, 1, 0, 2, 2], [2, 2], [2, 2, 2], [2], [1]]));3;10
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 1, 2, 0, 1, 2, 1, 1, 1, 1], [0, 1, 0, 0, 2, 1, 0, 2, 1], [0, 2, 2, 1, 0, 2, 2], [2, 0, 1, 2, 2, 1, 1], [0, 1, 2, 1, 0, 1], [1, 0, 1, 1], [2, 1, 2, 2], [2], [2, 1]]));3;10;Original;70688;10.060
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 1, 0, 0, 2, 2, 0, 2, 1], [1, 0, 1, 2, 2, 2, 2, 2], [0, 0, 1, 1, 1, 0, 2, 2], [1, 1, 0, 0, 2, 2, 1], [2, 2, 0, 1, 1], [0, 1, 1, 2, 1], [1, 1, 2, 1], [2, 2, 2], [1]]));3;10
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 0, 1, 2, 2, 0, 2, 1, 1], [0, 0, 1, 1, 0, 1, 1, 1, 2], [1, 1, 1, 0, 2, 2, 1, 1], [2, 0, 2, 2, 1, 2, 2], [1, 2, 2, 0, 2, 2], [2, 2, 0, 0, 2], [1, 1, 1, 2], [0, 1, 1]]));3;10;Original;255720;10.460
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 1, 1, 0, 0, 2, 0, 2, 0, 1], [1, 1, 1, 0, 1, 1, 1, 0, 1], [0, 2, 2, 2, 1, 2, 2, 2], [2, 1, 2, 2, 0, 1, 1], [0, 1, 0, 1], [2, 1, 1, 2], [1, 2, 1, 1], [2, 1, 1], [0, 2], [1]]));3;10;Original;67508;12.410
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 2, 0, 1, 0, 2, 0, 0, 1], [1, 0, 0, 2, 0, 0, 0, 0, 2], [0, 2, 1, 0, 2, 2, 0, 2], [1, 0, 0, 1, 1, 2, 1], [0, 1, 0, 2, 1, 1], [1, 2, 1, 2], [0, 0, 0, 1], [0, 1, 2], [1, 1], [1]]));3;10
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 2, 2, 4, 0, 3, 3, 2, 4, 2], [3, 3, 3, 1, 0, 0, 1, 4, 2], [0, 1, 4, 1, 4, 4, 4, 2], [0, 4, 3, 0, 4, 3], [1, 3, 4, 3, 3, 4], [2, 0, 2, 3, 2], [3, 3, 4, 1], [3, 1]]));5;10
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 1, 0, 0, 2, 2, 0, 2, 1], [1, 0, 1, 2, 2, 2, 2, 2], [0, 0, 1, 1, 1, 0, 2, 2], [1, 1, 0, 0, 2, 2, 1], [2, 2, 0, 1, 1], [0, 1, 1, 2, 1], [1, 1, 2, 1], [2, 2, 2], [1]]));3;10;Linear algebra;419294;5.720
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 0, 2, 2, 2, 1, 2, 0, 2], [1, 0, 2, 0, 0, 1, 2, 2, 1], [0, 1, 2, 1, 0, 1, 0, 2], [1, 2, 2, 2, 2, 1], [1], [0, 1, 2, 0, 2], [2, 1, 0, 1], [0, 2, 1], [1]]));3;10;Original;735032;17.520
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 1, 1, 2, 1, 1, 2, 2, 0, 1], [1, 1, 0, 2, 2, 2, 2], [0, 2, 0, 2], [1, 0, 1, 0, 1, 1, 2], [1, 2, 0, 1, 1, 1], [0, 1, 0, 2, 2], [2, 2], [2, 2, 2], [2], [1]]));3;10;Linear algebra;80136;9.460
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 2, 3, 2, 3, 0, 1, 2, 2, 2], [2, 4, 0, 0, 3, 3, 4, 3, 2], [0, 2, 4, 0, 4, 1, 4, 1], [1, 3, 4, 3, 1, 0, 4], [4, 2, 2, 2, 4, 1], [3, 3, 4, 0, 1], [4, 3, 1, 3], [0, 2, 3], [2, 1], [1]]));5;10
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 1, 0, 0, 2, 2, 0, 2, 1], [1, 0, 1, 2, 2, 2, 2, 2], [0, 0, 1, 1, 1, 0, 2, 2], [1, 1, 0, 0, 2, 2, 1], [2, 2, 0, 1, 1], [0, 1, 1, 2, 1], [1, 1, 2, 1], [2, 2, 2], [1]]));3;10;Original;419294;5.260
FunctionField(Polynomial([PolynomialRing(GF(5)) | [1, 4, 1, 0, 2, 0, 3, 4, 0, 1], [4, 2, 0, 0, 1, 2, 2, 0, 2], [2, 1, 2, 2, 0, 0, 0, 1], [4, 0, 2, 4, 0, 1], [2, 2, 4, 0, 3], [3, 4, 1, 2, 2], [4, 0, 2, 1], [4, 4, 3], [2], [1]]));5;10
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 2, 2, 4, 0, 3, 3, 2, 4, 2], [3, 3, 3, 1, 0, 0, 1, 4, 2], [0, 1, 4, 1, 4, 4, 4, 2], [0, 4, 3, 0, 4, 3], [1, 3, 4, 3, 3, 4], [2, 0, 2, 3, 2], [3, 3, 4, 1], [3, 1]]));5;10;Linear algebra;42968339;13.870
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 2, 0, 1, 0, 2, 0, 0, 1], [1, 0, 0, 2, 0, 0, 0, 0, 2], [0, 2, 1, 0, 2, 2, 0, 2], [1, 0, 0, 1, 1, 2, 1], [0, 1, 0, 2, 1, 1], [1, 2, 1, 2], [0, 0, 0, 1], [0, 1, 2], [1, 1], [1]]));3;10;Linear algebra;622109;15.040
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 2, 3, 2, 3, 0, 1, 2, 2, 2], [2, 4, 0, 0, 3, 3, 4, 3, 2], [0, 2, 4, 0, 4, 1, 4, 1], [1, 3, 4, 3, 1, 0, 4], [4, 2, 2, 2, 4, 1], [3, 3, 4, 0, 1], [4, 3, 1, 3], [0, 2, 3], [2, 1], [1]]));5;10;Linear algebra;17270627;13.590
FunctionField(Polynomial([PolynomialRing(GF(5)) | [1, 4, 1, 0, 2, 0, 3, 4, 0, 1], [4, 2, 0, 0, 1, 2, 2, 0, 2], [2, 1, 2, 2, 0, 0, 0, 1], [4, 0, 2, 4, 0, 1], [2, 2, 4, 0, 3], [3, 4, 1, 2, 2], [4, 0, 2, 1], [4, 4, 3], [2], [1]]));5;10;Linear algebra;5725618;13.300
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 1, 1, 2, 1, 1, 2, 2, 0, 1], [1, 1, 0, 2, 2, 2, 2], [0, 2, 0, 2], [1, 0, 1, 0, 1, 1, 2], [1, 2, 0, 1, 1, 1], [0, 1, 0, 2, 2], [2, 2], [2, 2, 2], [2], [1]]));3;10;Original;80136;28.860
FunctionField(Polynomial([PolynomialRing(GF(5)) | [1, 1, 0, 1, 2, 0, 0, 0, 2, 1], [1, 1, 4, 0, 2, 2, 2, 2, 3], [4, 0, 3, 2, 1, 4, 2, 2], [0, 2, 1, 4, 0, 0, 4], [2, 3, 1, 1, 4, 2], [2, 3, 0, 2, 2], [2, 0, 4, 1], [0, 2], [0, 3], [1]]));5;10
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 2, 2, 4, 0, 3, 3, 2, 4, 2], [3, 3, 3, 1, 0, 0, 1, 4, 2], [0, 1, 4, 1, 4, 4, 4, 2], [0, 4, 3, 0, 4, 3], [1, 3, 4, 3, 3, 4], [2, 0, 2, 3, 2], [3, 3, 4, 1], [3, 1]]));5;10;Original;42968339;27.120
FunctionField(Polynomial([PolynomialRing(GF(5)) | [1, 4, 2, 3, 3, 1, 3, 1, 3, 3], [2, 4, 4, 4, 2, 1, 0, 3], [0, 2, 0, 2, 0, 2, 3, 1], [2, 1, 1, 1, 2, 4, 3], [4, 0, 4, 3, 1, 2], [0, 4, 0, 1, 3], [0, 1, 4, 2], [4, 3, 1]]));5;10
FunctionField(Polynomial([PolynomialRing(GF(5)) | [1, 1, 0, 1, 2, 0, 0, 0, 2, 1], [1, 1, 4, 0, 2, 2, 2, 2, 3], [4, 0, 3, 2, 1, 4, 2, 2], [0, 2, 1, 4, 0, 0, 4], [2, 3, 1, 1, 4, 2], [2, 3, 0, 2, 2], [2, 0, 4, 1], [0, 2], [0, 3], [1]]));5;10;Linear algebra;5420685;11.700
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 2, 0, 1, 0, 2, 0, 0, 1], [1, 0, 0, 2, 0, 0, 0, 0, 2], [0, 2, 1, 0, 2, 2, 0, 2], [1, 0, 0, 1, 1, 2, 1], [0, 1, 0, 2, 1, 1], [1, 2, 1, 2], [0, 0, 0, 1], [0, 1, 2], [1, 1], [1]]));3;10;Original;622109;32.220
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 4, 2, 2, 0, 2, 3, 4, 1, 1], [4, 1, 0, 2, 4, 3, 3, 1, 2], [2, 0, 4, 1, 4, 1, 2, 3], [1, 1, 1, 4, 4, 4, 2], [4, 1, 2, 3, 0, 1], [3, 2, 2, 1], [2, 3, 1], [4, 2], [1, 4], [1]]));5;10
FunctionField(Polynomial([PolynomialRing(GF(5)) | [1, 4, 2, 3, 3, 1, 3, 1, 3, 3], [2, 4, 4, 4, 2, 1, 0, 3], [0, 2, 0, 2, 0, 2, 3, 1], [2, 1, 1, 1, 2, 4, 3], [4, 0, 4, 3, 1, 2], [0, 4, 0, 1, 3], [0, 1, 4, 2], [4, 3, 1]]));5;10;Linear algebra;38327234;10.090
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 4, 2, 2, 0, 2, 3, 4, 1, 1], [4, 1, 0, 2, 4, 3, 3, 1, 2], [2, 0, 4, 1, 4, 1, 2, 3], [1, 1, 1, 4, 4, 4, 2], [4, 1, 2, 3, 0, 1], [3, 2, 2, 1], [2, 3, 1], [4, 2], [1, 4], [1]]));5;10;Linear algebra;17783161;11.020
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 0, 3, 0, 4, 1, 0, 3, 3, 3], [0, 4, 4, 3, 3, 2, 0, 1, 3], [2, 2, 2, 3, 4, 0, 2], [1, 1, 0, 1, 0, 1, 1], [0, 4, 0, 4, 1, 3], [1, 1, 1, 3, 3], [3, 0, 3, 2], [0, 2, 4], [3, 1]]));5;10
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 0, 2, 4, 2, 2, 2, 4, 0, 1], [0, 4, 1, 0, 0, 2, 3, 3, 4], [1, 2, 3, 4, 2, 0, 1, 4], [1, 1, 4, 2, 4, 3, 2], [2, 1, 0, 2, 0, 1], [3, 1, 2, 0, 3], [1, 2, 2, 2], [1, 3, 1], [1], [1]]));5;10
FunctionField(Polynomial([PolynomialRing(GF(5)) | [1, 4, 2, 3, 3, 1, 3, 1, 3, 3], [2, 4, 4, 4, 2, 1, 0, 3], [0, 2, 0, 2, 0, 2, 3, 1], [2, 1, 1, 1, 2, 4, 3], [4, 0, 4, 3, 1, 2], [0, 4, 0, 1, 3], [0, 1, 4, 2], [4, 3, 1]]));5;10;Original;38327234;15.680
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 4, 4, 2, 3, 0, 1, 4, 0, 2], [4, 3, 1, 4, 0, 3, 4, 2, 2], [0, 1, 2, 0, 0, 4, 2, 4], [1, 2, 2, 4, 0, 4, 4], [2, 4, 3, 2, 1, 3], [0, 3, 3, 4], [0, 4, 4, 4], [4, 3], [2, 1]]));5;10
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 0, 3, 0, 4, 1, 0, 3, 3, 3], [0, 4, 4, 3, 3, 2, 0, 1, 3], [2, 2, 2, 3, 4, 0, 2], [1, 1, 0, 1, 0, 1, 1], [0, 4, 0, 4, 1, 3], [1, 1, 1, 3, 3], [3, 0, 3, 2], [0, 2, 4], [3, 1]]));5;10;Linear algebra;10615332;13.620
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 0, 2, 4, 2, 2, 2, 4, 0, 1], [0, 4, 1, 0, 0, 2, 3, 3, 4], [1, 2, 3, 4, 2, 0, 1, 4], [1, 1, 4, 2, 4, 3, 2], [2, 1, 0, 2, 0, 1], [3, 1, 2, 0, 3], [1, 2, 2, 2], [1, 3, 1], [1], [1]]));5;10;Linear algebra;18662136;11.740
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 4, 4, 2, 3, 0, 1, 4, 0, 2], [4, 3, 1, 4, 0, 3, 4, 2, 2], [0, 1, 2, 0, 0, 4, 2, 4], [1, 2, 2, 4, 0, 4, 4], [2, 4, 3, 2, 1, 3], [0, 3, 3, 4], [0, 4, 4, 4], [4, 3], [2, 1]]));5;10;Linear algebra;21580956;11.590
FunctionField(Polynomial([PolynomialRing(GF(5)) | [1, 3, 0, 2, 0, 1, 0, 3, 2, 4], [0, 4, 0, 1, 3, 4, 3, 3, 3], [1, 0, 4, 4, 2, 3, 3, 4], [0, 0, 0, 1, 1, 1, 3], [2, 3, 2, 1, 4, 4], [0, 3, 1, 4, 2], [0, 1, 1, 2], [1, 1, 3], [1, 4], [1]]));5;10
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 4, 4, 2, 3, 0, 1, 4, 0, 2], [4, 3, 1, 4, 0, 3, 4, 2, 2], [0, 1, 2, 0, 0, 4, 2, 4], [1, 2, 2, 4, 0, 4, 4], [2, 4, 3, 2, 1, 3], [0, 3, 3, 4], [0, 4, 4, 4], [4, 3], [2, 1]]));5;10;Original;21580956;20.750
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 4, 1, 3, 2, 1, 3, 4, 4, 1], [4, 2, 0, 0, 3, 4, 2, 2, 2], [1, 3, 1, 2, 0, 3, 3], [4, 4, 2, 0, 3, 3, 3], [2, 2, 3, 3, 2, 2], [2, 4, 3, 2, 3], [3, 3, 0, 2], [4, 4, 2], [0, 1]]));5;10
FunctionField(Polynomial([PolynomialRing(GF(5)) | [1, 3, 0, 2, 0, 1, 0, 3, 2, 4], [0, 4, 0, 1, 3, 4, 3, 3, 3], [1, 0, 4, 4, 2, 3, 3, 4], [0, 0, 0, 1, 1, 1, 3], [2, 3, 2, 1, 4, 4], [0, 3, 1, 4, 2], [0, 1, 1, 2], [1, 1, 3], [1, 4], [1]]));5;10;Linear algebra;14704746;13.310
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 0, 3, 0, 4, 1, 0, 3, 3, 3], [0, 4, 4, 3, 3, 2, 0, 1, 3], [2, 2, 2, 3, 4, 0, 2], [1, 1, 0, 1, 0, 1, 1], [0, 4, 0, 4, 1, 3], [1, 1, 1, 3, 3], [3, 0, 3, 2], [0, 2, 4], [3, 1]]));5;10;Original;10615332;29.450
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 3, 1, 1, 1, 3, 2, 1, 2, 3], [1, 1, 2, 0, 2, 1, 0, 1, 1], [4, 2, 3, 1, 1, 2, 4, 2], [0, 1, 1, 3, 3, 2, 1], [2, 0, 2, 4, 0, 4], [0, 4, 0, 2, 1], [1, 4, 1, 1], [4, 2, 2], [4, 3], [1]]));5;10
