140;3;19;7;Linear algebra;4;66;202224;2.960;46.460;5.530;false
176;3;19;7;Linear algebra;5;110;66256;0.590;3.970;1.460;false
140;3;19;7;Hess;4;66;61;0.000;0;10.150;true
176;3;19;7;Hess;5;110;471;0.000;0;10.020;true
179;5;15;5;Linear algebra;4;240;5796;0.960;4.300;0.110;false
179;5;15;5;Hess;4;240;2046;0.000;0;9.990;true
154;3;21;7;Linear algebra;5;94;58080;7.070;343.140;1.490;false
154;3;21;7;Hess;5;94;5;0.000;0;11.660;true
181;3;14;5;Linear algebra;3;27;1156;0.240;0.640;0.020;false
181;3;14;5;Hess;3;27;1156;0.000;0;7.610;false
178;3;21;7;Linear algebra;5;105;33510;2.460;42.500;0.790;false
178;3;21;7;Hess;5;105;19;0.000;0;10.470;true
189;2;19;7;Linear algebra;5;28;3172;0.320;3.320;0.070;false
189;2;19;7;Hess;5;28;202;0.010;0;10.000;true
192;5;21;7;Linear algebra;4;276;2611632;1.040;4.530;63.530;false
192;5;21;7;Hess;4;276;905;0.000;0;10.010;true
160;7;17;7;Linear algebra;6;23220;2228280;200.270;338.810;50.630;false
180;7;25;6;Linear algebra;3;276;2568456;2.500;29.360;67.060;false
160;7;17;7;Hess;6;23220;737;0.260;0;9.750;true
180;7;25;6;Hess;3;276;85;0.000;0;10.030;true
187;2;17;7;Linear algebra;5;20;4714;0.910;29.450;0.110;false
187;2;17;7;Hess;5;20;28;0.000;0;10.260;true
193;3;15;7;Linear algebra;5;114;19354;2.110;57.770;0.420;false
193;3;15;7;Hess;5;114;20;0.000;0;10.050;true
197;3;16;7;Linear algebra;6;177;4272;16.230;57.880;0.090;false
200;3;19;7;Linear algebra;5;98;81712;0.780;3.550;1.820;false
197;3;16;7;Hess;6;177;238;0.000;0;10.030;true
200;3;19;7;Hess;5;98;762;0.000;0;10.000;true
217;2;19;7;Linear algebra;5;26;2282;0.500;5.140;0.050;false
217;2;19;7;Hess;5;26;101;0.000;0;10.110;true
201;2;21;7;Linear algebra;5;29;7112;1.300;114.640;0.170;false
201;2;21;7;Hess;5;29;25;0.000;0;23.530;true
233;2;19;7;Linear algebra;5;25;8132;6.860;9.020;0.180;false
233;2;19;7;Hess;5;25;159;0.000;0;10.020;true
