Level,Finite field,Genus,Method,Class number,Time,Timeout
"71",97,6,Linear algebra,668916158400,264.100,false
"60",59,7,Magma,,3600.030,true
"72",7,5,Linear algebra,73728,0.420,false
"72",7,5,Magma,73728,0.670,false
"72",17,5,Linear algebra,1658880,1.290,false
"72",17,5,Magma,1658880,3.510,false
"72",31,5,Linear algebra,17915904,4.460,false
"72",31,5,Magma,17915904,15.440,false
"72",59,5,Linear algebra,722534400,18.310,false
"60",97,7,Magma,,3600.090,true
"72",59,5,Magma,722534400,110.160,false
"73",2,5,Linear algebra,114,0.250,false
"73",2,5,Magma,114,0.170,false
"73",3,5,Linear algebra,1044,0.210,false
"73",3,5,Magma,1044,0.140,false
"73",7,5,Linear algebra,58806,0.630,false
"73",7,5,Magma,58806,0.800,false
"73",17,5,Linear algebra,1727568,1.560,false
"73",17,5,Magma,1727568,4.690,false
"73",31,5,Linear algebra,25787232,5.210,false
"62",97,7,Magma,,3600.090,true
"73",59,5,Linear algebra,1030233600,2.800,false
"73",31,5,Magma,25787232,35.020,false
"73",97,5,Linear algebra,11415075660,6.260,false
"73",59,5,Magma,1030233600,25.350,false
"74",3,8,Linear algebra,25137,2.220,false
"74",3,8,Magma,25137,4.250,false
"74",7,8,Linear algebra,17950896,1.140,false
"74",7,8,Magma,17950896,2.280,false
"74",17,8,Linear algebra,8169652224,7.910,false
"72",97,5,Linear algebra,6242697216,102.110,false
"74",17,8,Magma,8169652224,13.840,false
"73",97,5,Magma,11415075660,50.570,false
"74",31,8,Linear algebra,857909221632,35.600,false
"66",59,9,Magma,6476709888000000,2892.530,false
"74",31,8,Magma,857909221632,100.350,false
"75",2,5,Linear algebra,160,0.330,false
"75",2,5,Magma,160,0.400,false
"75",7,5,Linear algebra,28160,0.560,false
"75",7,5,Magma,28160,0.660,false
"68",97,7,Magma,57233048076288,2148.550,false
"75",17,5,Linear algebra,1638400,1.840,false
"75",17,5,Magma,1638400,4.620,false
"75",31,5,Linear algebra,40140800,6.830,false
"75",59,5,Linear algebra,1284505600,3.090,false
"75",59,5,Magma,1284505600,14.960,false
"75",31,5,Magma,40140800,21.290,false
"76",3,8,Linear algebra,97200,4.280,false
"75",97,5,Linear algebra,8584704000,12.810,false
"76",3,8,Magma,97200,7.150,false
"76",7,8,Linear algebra,16238475,6.930,false
"76",7,8,Magma,16238475,19.030,false
"76",17,8,Linear algebra,9845600625,35.270,false
"74",59,8,Linear algebra,78107355316224,342.570,false
"75",97,5,Magma,8584704000,241.110,false
"76",31,8,Linear algebra,2708884684800,65.380,false
"70",97,9,Linear algebra,1187013919703040000,1696.700,false
"76",17,8,Magma,9845600625,828.490,false
"72",97,5,Magma,6242697216,1088.750,false
"74",97,8,Linear algebra,6178509409075200,1123.020,false
"70",59,9,Magma,17890364148940800,1846.740,false
"77",2,7,Linear algebra,1800,0.610,false
"77",2,7,Magma,1800,0.850,false
"77",3,7,Linear algebra,4200,1.470,false
"77",3,7,Magma,4200,1.410,false
"77",17,7,Linear algebra,765542400,5.240,false
"77",17,7,Magma,765542400,46.030,false
"66",97,9,Magma,1053894094848000000,3482.000,false
"77",31,7,Linear algebra,15697935000,43.740,false
"77",59,7,Linear algebra,2398595898600,96.390,false
"76",59,8,Linear algebra,81769425447600,808.970,false
"69",97,7,Magma,,3600.060,true
"77",97,7,Linear algebra,105097411742400,246.200,false
"74",59,8,Magma,78107355316224,1808.690,false
"78",7,11,Linear algebra,7169347584,313.350,false
"76",31,8,Magma,2708884684800,2172.580,false
"76",97,8,Linear algebra,9013239360000000,1673.380,false
"71",97,6,Magma,,3600.100,true
"78",7,11,Magma,7169347584,848.860,false
"78",17,11,Linear algebra,39969909374976,991.860,false
"70",97,9,Magma,,3600.030,true
"77",31,7,Magma,15697935000,3456.840,false
"79",2,6,Linear algebra,416,0.370,false
"79",2,6,Magma,416,0.480,false
"79",3,6,Linear algebra,1040,0.550,false
"79",3,6,Magma,1040,0.660,false
"79",7,6,Linear algebra,417456,0.440,false
"79",7,6,Magma,417456,0.870,false
"79",17,6,Linear algebra,22983168,2.590,false
"79",17,6,Magma,22983168,5.040,false
"74",97,8,Magma,,3600.030,true
"79",31,6,Linear algebra,1235306436,7.560,false
"79",31,6,Magma,1235306436,19.820,false
"79",59,6,Linear algebra,44040277008,32.180,false
"79",97,6,Linear algebra,1044663667749,16.110,false
"77",59,7,Magma,,3600.020,true
"80",3,7,Linear algebra,27648,0.640,false
"80",3,7,Magma,27648,0.890,false
"80",7,7,Linear algebra,1244160,1.120,false
"80",7,7,Magma,1244160,1.240,false
"80",17,7,Linear algebra,1358954496,1.970,false
"80",17,7,Magma,1358954496,2.670,false
"80",31,7,Linear algebra,50164531200,7.170,false
"80",31,7,Magma,50164531200,13.600,false
"80",59,7,Linear algebra,1826434842624,69.510,false
"80",59,7,Magma,1826434842624,102.940,false
"79",59,6,Magma,44040277008,379.560,false
"81",2,4,Linear algebra,54,0.060,false
"81",2,4,Magma,54,0.110,false
"81",7,4,Linear algebra,2916,0.180,false
"81",7,4,Magma,2916,0.290,false
"81",17,4,Linear algebra,96228,0.770,false
"81",17,4,Magma,96228,1.960,false
"81",31,4,Linear algebra,746496,3.050,false
"81",31,4,Magma,746496,7.590,false
"81",59,4,Linear algebra,12268800,1.310,false
"81",59,4,Magma,12268800,6.840,false
"81",97,4,Linear algebra,126157824,0.760,false
"81",97,4,Magma,126157824,4.030,false
"82",3,9,Linear algebra,210000,5.740,false
"82",3,9,Magma,210000,10.890,false
"82",7,9,Linear algebra,42453600,6.940,false
"80",97,7,Linear algebra,119327076384768,63.640,false
"82",7,9,Magma,42453600,9.810,false
"82",17,9,Linear algebra,286720000000,20.220,false
"78",31,11,Linear algebra,47574184633565184,2067.310,false
"76",59,8,Magma,,3600.030,true
"80",97,7,Magma,119327076384768,407.760,false
"82",17,9,Magma,286720000000,441.020,false
"77",97,7,Magma,,3600.040,true
"83",2,7,Linear algebra,328,0.530,false
"83",2,7,Magma,328,0.540,false
"83",3,7,Linear algebra,6355,0.300,false
"83",3,7,Magma,6355,0.300,false
"83",7,7,Linear algebra,1204621,0.730,false
"83",7,7,Magma,1204621,2.590,false
"82",31,9,Linear algebra,17442611200000,275.200,false
"83",17,7,Linear algebra,532572001,2.970,false
"83",17,7,Magma,532572001,7.630,false
"83",31,7,Linear algebra,24333576957,14.350,false
"83",31,7,Magma,24333576957,51.800,false
"83",59,7,Linear algebra,3294211624385,58.150,false
"82",59,9,Linear algebra,12622750635622400,446.320,false
"76",97,8,Magma,,3600.050,true
"83",97,7,Linear algebra,85354287371264,234.070,false
"78",59,11,Linear algebra,,3612.680,true
"78",17,11,Magma,,3600.500,true
"84",17,11,Linear algebra,29059882942464,428.180,false
"78",97,11,Linear algebra,,3632.160,true
"82",97,9,Linear algebra,708103725147750400,2681.650,false
"79",97,6,Magma,,3600.090,true
"84",31,11,Linear algebra,43283374739030016,490.670,false
"78",31,11,Magma,,3600.230,true
"82",31,9,Magma,17442611200000,3358.660,false
"83",59,7,Magma,,3600.030,true
"85",2,7,Linear algebra,2688,1.140,false
"85",2,7,Magma,2688,0.930,false
"85",3,7,Linear algebra,6528,1.210,false
"85",3,7,Magma,6528,1.990,false
"85",7,7,Linear algebra,1223040,1.870,false
"85",7,7,Magma,1223040,6.800,false
"82",59,9,Magma,12622750635622400,3441.490,false
"85",31,7,Linear algebra,24049162368,36.730,false
"85",59,7,Linear algebra,4051904643072,100.480,false
"83",97,7,Magma,,3600.120,true
"78",59,11,Magma,,3600.960,true
"86",3,10,Linear algebra,1164240,14.980,false
"86",3,10,Magma,1164240,19.520,false
"86",7,10,Linear algebra,973615104,36.040,false
"86",7,10,Magma,973615104,73.860,false
"86",17,10,Linear algebra,1952910976401,63.800,false
"85",97,7,Linear algebra,80853036171264,682.480,false
"85",31,7,Magma,24049162368,1571.170,false
"84",17,11,Magma,,3600.020,true
"86",31,10,Linear algebra,1002251148215625,213.500,false
"86",17,10,Magma,1952910976401,963.620,false
"78",97,11,Magma,,3600.140,true
"87",2,9,Linear algebra,3920,1.030,false
"87",2,9,Magma,3920,1.580,false
"87",7,9,Linear algebra,76267520,3.370,false
"87",7,9,Magma,76267520,4.550,false
"87",17,9,Linear algebra,143276313600,8.530,false
"87",17,9,Magma,143276313600,50.800,false
"82",97,9,Magma,,3600.040,true
"87",31,9,Linear algebra,19585717370240,55.850,false
"85",59,7,Magma,4051904643072,2557.670,false
"87",59,9,Linear algebra,11708842413936640,220.690,false
"86",59,10,Linear algebra,597024592701014016,1115.740,false
"84",31,11,Magma,,3600.100,true
"88",3,9,Linear algebra,315000,1.330,false
"88",3,9,Magma,315000,2.060,false
"88",7,9,Linear algebra,230400000,3.410,false
"88",7,9,Magma,230400000,3.400,false
"88",17,9,Linear algebra,141557760000,11.340,false
"84",59,11,Linear algebra,,3604.580,true
"88",17,9,Magma,141557760000,61.790,false
"88",31,9,Linear algebra,13948959375000,124.460,false
"84",97,11,Linear algebra,,3613.580,true
"87",31,9,Magma,19585717370240,752.680,false
"88",59,9,Linear algebra,6891502228875000,487.520,false
"87",97,9,Linear algebra,839431291665899520,1258.600,false
"88",31,9,Magma,13948959375000,1738.080,false
"85",97,7,Magma,,3600.040,true
"89",2,7,Linear algebra,352,0.730,false
"89",2,7,Magma,352,0.700,false
"89",3,7,Linear algebra,12430,1.470,false
"89",3,7,Magma,12430,1.920,false
"89",7,7,Linear algebra,497376,2.020,false
"89",7,7,Magma,497376,2.460,false
"89",17,7,Linear algebra,609754860,3.140,false
"89",17,7,Magma,609754860,8.900,false
"89",31,7,Linear algebra,17970106726,15.310,false
"89",31,7,Magma,17970106726,72.550,false
"89",59,7,Linear algebra,2958902161600,68.350,false
"86",31,10,Magma,,3600.110,true
"89",59,7,Magma,2958902161600,325.340,false
"86",97,10,Linear algebra,90466350019861000185,3266.550,false
"90",7,11,Linear algebra,16307453952,4.330,false
"90",7,11,Magma,16307453952,10.050,false
"87",59,9,Magma,11708842413936640,2921.200,false
"90",17,11,Linear algebra,26091926323200,215.830,false
"88",97,9,Linear algebra,1004106861607500000,840.880,false
"89",97,7,Linear algebra,79937171186708,371.220,false
"90",17,11,Magma,26091926323200,571.060,false
"86",59,10,Magma,,3600.020,true
"90",31,11,Linear algebra,19237055439568896,930.360,false
"84",59,11,Magma,,3600.450,true
"91",2,7,Linear algebra,840,0.450,false
"91",2,7,Magma,840,0.480,false
"91",3,7,Linear algebra,21504,0.720,false
"91",3,7,Magma,21504,1.260,false
"91",17,7,Linear algebra,470851584,2.800,false
"91",17,7,Magma,470851584,4.520,false
"91",31,7,Linear algebra,36710709840,11.700,false
"91",31,7,Magma,36710709840,19.230,false
"91",59,7,Linear algebra,1982744924160,74.590,false
"84",97,11,Magma,,3600.120,true
"91",59,7,Magma,1982744924160,93.440,false
"92",3,10,Linear algebra,447216,1.230,false
"92",3,10,Magma,447216,2.130,false
"92",7,10,Linear algebra,883187712,1.850,false
"92",7,10,Magma,883187712,2.890,false
"92",17,10,Linear algebra,1431091200000,23.420,false
"91",97,7,Linear algebra,90319597464096,177.500,false
"92",17,10,Magma,1431091200000,177.320,false
"92",31,10,Linear algebra,907987438955520,76.330,false
"88",59,9,Magma,,3600.010,true
"92",31,10,Magma,907987438955520,305.560,false
"91",97,7,Magma,90319597464096,518.000,false
"93",2,9,Linear algebra,7600,4.100,false
"93",2,9,Magma,7600,2.630,false
"93",7,9,Linear algebra,219488000,8.490,false
"93",7,9,Magma,219488000,13.520,false
"87",97,9,Magma,,3600.030,true
"93",17,9,Linear algebra,110646272000,52.570,false
"89",97,7,Magma,79937171186708,2159.170,false
"93",17,9,Magma,110646272000,438.460,false
"94",3,11,Linear algebra,829472,2.960,false
"94",3,11,Magma,829472,4.030,false
"94",7,11,Linear algebra,2682190816,5.240,false
"94",7,11,Magma,2682190816,7.470,false
"92",59,10,Linear algebra,372190280700395520,744.100,false
"90",59,11,Linear algebra,40503019070029824000,1839.470,false
"94",17,11,Linear algebra,27086467450320,97.490,false
"94",17,11,Magma,27086467450320,302.060,false
"93",59,9,Linear algebra,6905599364210400,1066.110,false
"94",31,11,Linear algebra,45672874701561856,177.740,false
"86",97,10,Magma,,3600.040,true
"88",97,9,Magma,,3600.030,true
"94",31,11,Magma,45672874701561856,970.150,false
"95",2,9,Linear algebra,5940,11.340,false
"95",2,9,Magma,5940,16.430,false
"95",3,9,Linear algebra,43200,11.290,false
"95",3,9,Magma,43200,11.560,false
"95",7,9,Linear algebra,46656000,22.890,false
"95",7,9,Magma,46656000,206.640,false
"95",17,9,Linear algebra,146543523840,76.370,false
"90",97,11,Linear algebra,,3606.890,true
"90",31,11,Magma,,3600.050,true
"95",31,9,Linear algebra,30010333593600,306.890,false
"94",59,11,Linear algebra,26811794732393175552,1857.540,false
"93",97,9,Linear algebra,854205045165929600,3089.120,false
"92",97,10,Linear algebra,,3605.170,true
"92",59,10,Magma,372190280700395520,3334.760,false
"90",59,11,Magma,,3600.020,true
"93",59,9,Magma,,3600.020,true
"96",7,9,Linear algebra,100663296,1.440,false
"96",7,9,Magma,100663296,3.840,false
"96",17,9,Linear algebra,154618822656,12.770,false
"96",17,9,Magma,154618822656,56.030,false
"95",59,9,Linear algebra,16333626308567040,892.830,false
"96",31,9,Linear algebra,22830435532800,84.480,false
"94",97,11,Linear algebra,,3609.740,true
"96",31,9,Magma,22830435532800,694.700,false
"96",59,9,Linear algebra,9280994829926400,278.610,false
"95",17,9,Magma,,3600.030,true
"90",97,11,Magma,,3600.040,true
"97",2,7,Linear algebra,568,1.030,false
"97",2,7,Magma,568,1.250,false
"97",3,7,Linear algebra,24464,1.320,false
"97",3,7,Magma,24464,2.320,false
"97",7,7,Linear algebra,2529176,1.190,false
"97",7,7,Magma,2529176,4.960,false
"97",17,7,Linear algebra,546550336,7.060,false
"97",17,7,Magma,546550336,145.470,false
"97",31,7,Linear algebra,45558665008,19.700,false
"95",31,9,Magma,,3600.140,true
"97",31,7,Magma,45558665008,244.610,false
"98",3,7,Linear algebra,16128,1.890,false
"98",3,7,Magma,16128,3.330,false
"98",17,7,Linear algebra,360557568,10.070,false
"97",59,7,Linear algebra,1904314389992,199.620,false
"98",17,7,Magma,360557568,202.460,false
"98",31,7,Linear algebra,35375284224,26.820,false
"94",59,11,Magma,,3600.050,true
"93",97,9,Magma,,3600.050,true
"98",59,7,Linear algebra,3046809427200,112.540,false
"92",97,10,Magma,,3600.050,true
"99",2,9,Linear algebra,16000,0.820,false
"99",2,9,Magma,16000,0.600,false
"99",7,9,Linear algebra,64000000,17.230,false
"99",7,9,Magma,64000000,57.690,false
"99",17,9,Linear algebra,262144000000,17.740,false
"98",31,7,Magma,35375284224,618.180,false
"98",97,7,Linear algebra,93708749933568,358.410,false
"99",17,9,Magma,262144000000,242.400,false
"96",97,9,Linear algebra,654594247596441600,1652.410,false
"99",31,9,Linear algebra,19600000000000,244.770,false
"95",97,9,Linear algebra,,3616.460,true
"99",59,9,Linear algebra,8890320158720000,543.150,false
"96",59,9,Magma,9280994829926400,2418.320,false
"95",59,9,Magma,,3600.030,true
"100",3,7,Linear algebra,16200,1.110,false
"100",3,7,Magma,16200,1.250,false
"100",7,7,Linear algebra,1296000,0.850,false
"100",7,7,Magma,1296000,3.040,false
"100",17,7,Linear algebra,685843200,2.900,false
"100",17,7,Magma,685843200,4.350,false
"100",31,7,Linear algebra,37791360000,12.630,false
"100",31,7,Magma,37791360000,25.780,false
"100",59,7,Linear algebra,1433272320000,105.690,false
"100",59,7,Magma,1433272320000,142.710,false
"100",97,7,Linear algebra,84934656000000,379.420,false
"94",97,11,Magma,,3600.060,true
"101",2,8,Linear algebra,600,0.970,false
"101",2,8,Magma,600,0.950,false
"101",3,8,Linear algebra,8400,0.510,false
"101",3,8,Magma,8400,0.770,false
"101",7,8,Linear algebra,10505500,0.860,false
"101",7,8,Magma,10505500,5.050,false
"101",17,8,Linear algebra,11520598125,5.530,false
"101",17,8,Magma,11520598125,9.350,false
"101",31,8,Linear algebra,1010585384000,23.240,false
"101",31,8,Magma,1010585384000,63.740,false
"101",59,8,Linear algebra,150192596297800,118.160,false
"101",59,8,Magma,150192596297800,424.890,false
"100",97,7,Magma,84934656000000,733.700,false
"98",59,7,Magma,3046809427200,2915.030,false
"97",59,7,Magma,,3600.020,true
"101",97,8,Linear algebra,10681125803606400,696.230,false
"102",7,15,Linear algebra,10436770529280,628.950,false
"99",97,9,Linear algebra,991090610012160000,2195.030,false
"98",97,7,Magma,,3600.060,true
"96",97,9,Magma,,3600.030,true
"103",2,8,Linear algebra,323,0.780,false
"103",2,8,Magma,323,0.600,false
"99",31,9,Magma,,3600.060,true
"103",3,8,Linear algebra,34000,2.090,false
"103",7,8,Linear algebra,19918305,3.980,false
"103",3,8,Magma,34000,4.040,false
"103",7,8,Magma,19918305,13.780,false
"103",17,8,Linear algebra,3905119045,16.710,false
"103",31,8,Linear algebra,1629428787536,45.160,false
"95",97,9,Magma,,3600.090,true
"99",59,9,Magma,,3600.020,true
"103",17,8,Magma,3905119045,358.820,false
"104",3,11,Linear algebra,3556224,4.210,false
"104",3,11,Magma,3556224,8.200,false
"104",7,11,Linear algebra,5100958800,3.250,false
"104",7,11,Magma,5100958800,10.680,false
"103",59,8,Linear algebra,116497166884285,324.460,false
"103",31,8,Magma,1629428787536,363.680,false
"104",17,11,Linear algebra,78844451970816,31.420,false
"104",17,11,Magma,78844451970816,260.180,false
"101",97,8,Magma,10681125803606400,1715.920,false
"102",7,15,Magma,10436770529280,2046.890,false
"105",2,13,Linear algebra,1179648,22.190,false
"105",2,13,Magma,1179648,27.430,false
"103",97,8,Linear algebra,7968503225692080,1029.210,false
"104",59,11,Linear algebra,90384435479923200000,654.040,false
"104",31,11,Linear algebra,13990895778004992,1119.210,false
"105",17,13,Linear algebra,36746129571840000,540.100,false
"102",31,15,Linear algebra,,3605.530,true
"102",59,15,Linear algebra,,3612.370,true
"99",97,9,Magma,,3600.030,true
"102",97,15,Linear algebra,,3631.020,true
"103",59,8,Magma,,3600.010,true
"104",97,11,Linear algebra,,3604.660,true
"103",97,8,Magma,,3600.040,true
"104",59,11,Magma,,3600.020,true
"106",3,12,Linear algebra,1490580,15.050,false
"106",3,12,Magma,1490580,17.370,false
"104",31,11,Magma,,3600.110,true
"106",7,12,Linear algebra,56070144000,248.110,false
"105",17,13,Magma,,3600.040,true
"106",17,12,Linear algebra,1461394117535625,548.480,false
"106",7,12,Magma,56070144000,667.240,false
"102",31,15,Magma,,3600.210,true
"102",59,15,Magma,,3601.400,true
"107",2,9,Linear algebra,8162,0.820,false
"107",2,9,Magma,8162,0.670,false
"107",3,9,Linear algebra,63017,3.720,false
"107",3,9,Magma,63017,5.800,false
"107",7,9,Linear algebra,68959360,3.340,false
"107",7,9,Magma,68959360,4.450,false
"107",17,9,Linear algebra,215995350304,9.320,false
"107",17,9,Magma,215995350304,25.070,false
"105",31,13,Linear algebra,,3602.790,true
"107",31,9,Linear algebra,30772630402304,54.780,false
"107",31,9,Magma,30772630402304,161.150,false
"107",59,9,Linear algebra,12422030899133664,246.030,false
"102",97,15,Magma,,3600.280,true
"105",59,13,Linear algebra,,3608.480,true
"104",97,11,Magma,,3600.030,true
"108",7,10,Linear algebra,2066242608,15.460,false
"108",7,10,Magma,2066242608,26.850,false
"107",97,9,Linear algebra,952761028579472704,1095.230,false
"108",17,10,Linear algebra,3570467226624,22.910,false
"108",17,10,Magma,3570467226624,113.200,false
"107",59,9,Magma,12422030899133664,1466.500,false
"108",31,10,Linear algebra,1156831381426176,139.320,false
"105",97,13,Linear algebra,,3620.070,true
"106",31,12,Linear algebra,,3604.520,true
"108",59,10,Linear algebra,557256278016000000,988.960,false
"106",17,12,Magma,,3600.050,true
"106",59,12,Linear algebra,,3610.160,true
"106",97,12,Linear algebra,,3627.830,true
"108",59,10,Magma,557256278016000000,638.420,false
"109",2,8,Linear algebra,4428,0.340,false
"109",2,8,Magma,4428,0.420,false
"109",3,8,Linear algebra,20016,1.160,false
"109",3,8,Magma,20016,0.850,false
"109",7,8,Linear algebra,13293396,3.240,false
"109",7,8,Magma,13293396,6.380,false
"109",17,8,Linear algebra,5911509708,15.560,false
"105",31,13,Magma,,3600.200,true
"109",31,8,Linear algebra,1205919270036,38.430,false
"109",17,8,Magma,5911509708,154.870,false
"109",31,8,Magma,1205919270036,126.110,false
"109",59,8,Linear algebra,120199015884672,249.640,false
"109",97,8,Linear algebra,11300485362074253,798.400,false
"105",59,13,Magma,,3600.790,true
"110",3,15,Linear algebra,345600000,69.200,false
"110",3,15,Magma,345600000,105.060,false
"108",97,10,Linear algebra,100957801426680101904,2181.350,false
"109",59,8,Magma,120199015884672,1180.020,false
"107",97,9,Magma,,3600.030,true
"108",31,10,Magma,,3600.130,true
"110",7,15,Linear algebra,41472000000000,575.090,false
"105",97,13,Magma,,3600.250,true
"106",31,12,Magma,,3600.240,true
"111",2,11,Linear algebra,17100,19.360,false
"111",2,11,Magma,17100,32.250,false
"111",7,11,Linear algebra,6861231360,332.360,false
"106",59,12,Magma,,3601.290,true
"106",97,12,Magma,,3600.160,true
"108",97,10,Magma,100957801426680101904,1823.830,false
"111",7,11,Magma,6861231360,765.100,false
"109",97,8,Magma,,3600.030,true
"112",3,11,Linear algebra,3981312,13.630,false
"112",3,11,Magma,3981312,15.650,false
"112",17,11,Linear algebra,27518828544000,106.160,false
"111",31,11,Linear algebra,60069116282535936,1765.270,false
"110",17,15,Linear algebra,,3601.900,true
"110",31,15,Linear algebra,,3603.950,true
"112",17,11,Magma,27518828544000,885.430,false
"110",59,15,Linear algebra,,3612.200,true
"110",7,15,Magma,,3600.140,true
"110",97,15,Linear algebra,,3631.160,true
"112",31,11,Linear algebra,30582224537518080,454.570,false
"111",17,11,Linear algebra,20812118123520,3491.480,false
"111",59,11,Linear algebra,,3613.690,true
"112",59,11,Linear algebra,42594616097409024000,1706.290,false
"111",97,11,Linear algebra,,3631.470,true
"111",31,11,Magma,,3600.260,true
"110",17,15,Magma,,3600.620,true
"113",2,9,Linear algebra,13776,2.450,false
"113",2,9,Magma,13776,2.600,false
"113",3,9,Linear algebra,127764,2.110,false
"113",3,9,Magma,127764,3.020,false
"113",7,9,Linear algebra,29448832,6.350,false
"113",7,9,Magma,29448832,28.880,false
"113",17,9,Linear algebra,169729257600,23.530,false
"110",31,15,Magma,,3600.240,true
"113",17,9,Magma,169729257600,186.120,false
"113",31,9,Linear algebra,37602827404128,87.790,false
"110",59,15,Magma,,3601.620,true
"110",97,15,Magma,,3600.300,true
"112",31,11,Magma,,3600.070,true
"113",59,9,Linear algebra,6993842703059772,783.030,false
"111",17,11,Magma,,3600.510,true
"111",59,11,Magma,,3601.210,true
"114",7,17,Linear algebra,1379535805440000,1326.790,false
"112",59,11,Magma,,3600.020,true
"111",97,11,Magma,,3600.160,true
"115",2,11,Linear algebra,18392,17.550,false
"115",2,11,Magma,18392,14.080,false
"115",3,11,Linear algebra,3097600,9.610,false
"115",3,11,Magma,3097600,11.030,false
"115",7,11,Linear algebra,4416434176,85.980,false
"113",97,9,Linear algebra,849038336913760000,2171.850,false
"115",7,11,Magma,4416434176,276.710,false
"115",17,11,Linear algebra,28850426880000,450.570,false
"113",31,9,Magma,37602827404128,2976.860,false
"112",97,11,Linear algebra,16527942577815552000000,3498.740,false
"114",17,17,Linear algebra,,3605.330,true
"113",59,9,Magma,,3600.020,true
"115",31,11,Linear algebra,31117201570565440,1420.700,false
"114",31,17,Linear algebra,,3607.560,true
"114",59,17,Linear algebra,,3619.490,true
"114",7,17,Magma,,3600.160,true
"114",97,17,Linear algebra,,3643.250,true
"113",97,9,Magma,,3600.040,true
"116",3,13,Linear algebra,17647350,11.080,false
"116",3,13,Magma,17647350,23.210,false
"116",7,13,Linear algebra,337182720000,57.940,false
"116",7,13,Magma,337182720000,352.910,false
"115",17,11,Magma,,3600.030,true
"112",97,11,Magma,,3600.040,true
"116",17,13,Linear algebra,17912440868044800,512.070,false
"114",17,17,Magma,,3600.530,true
"115",59,11,Linear algebra,,3606.160,true
"115",31,11,Magma,,3600.130,true
"117",2,11,Linear algebra,37632,2.040,false
"117",2,11,Magma,37632,4.670,false
"117",7,11,Linear algebra,10924720128,18.710,false
"117",7,11,Magma,10924720128,46.470,false
"117",17,11,Linear algebra,26092932956160,176.130,false
"114",31,17,Magma,,3600.180,true
"117",17,11,Magma,26092932956160,307.350,false
"117",31,11,Linear algebra,42214747167129600,219.230,false
"114",59,17,Magma,,3600.980,true
"115",97,11,Linear algebra,,3616.610,true
"114",97,17,Magma,,3600.130,true
"118",3,14,Linear algebra,80820100,7.200,false
"118",3,14,Magma,80820100,9.490,false
"118",7,14,Linear algebra,2000768304645,48.820,false
"118",7,14,Magma,2000768304645,135.000,false
"118",17,14,Linear algebra,244541684973977600,434.450,false
"116",31,13,Linear algebra,,3601.440,true
"116",59,13,Linear algebra,,3603.560,true
"116",17,13,Magma,,3600.020,true
"116",97,13,Linear algebra,,3610.460,true
"115",59,11,Magma,,3600.760,true
"117",59,11,Linear algebra,25190122703326543872,3486.640,false
"117",31,11,Magma,,3600.170,true
"119",2,11,Linear algebra,16128,2.620,false
"119",2,11,Magma,16128,4.560,false
"119",3,11,Linear algebra,758016,69.540,false
"117",97,11,Linear algebra,,3606.630,true
"119",3,11,Magma,758016,87.150,false
"115",97,11,Magma,,3600.160,true
"118",17,14,Magma,,3600.010,true
"116",31,13,Magma,,3600.090,true
"120",7,17,Linear algebra,2705210921189376,111.730,false
"116",59,13,Magma,,3600.380,true
"118",31,14,Linear algebra,,3601.580,true
"120",7,17,Magma,2705210921189376,615.530,false
"116",97,13,Magma,,3600.040,true
"118",97,14,Linear algebra,,3608.960,true
"117",59,11,Magma,,3600.310,true
"117",97,11,Magma,,3600.040,true
"121",2,6,Linear algebra,600,0.390,false
"121",2,6,Magma,600,0.450,false
"121",3,6,Linear algebra,2500,0.330,false
"121",3,6,Magma,2500,0.350,false
"121",7,6,Linear algebra,288000,0.960,false
"121",7,6,Magma,288000,2.760,false
"121",17,6,Linear algebra,34444800,3.100,false
"121",17,6,Magma,34444800,19.220,false
"121",31,6,Linear algebra,668312500,13.510,false
"119",31,11,Linear algebra,,3605.060,true
"119",59,11,Linear algebra,,3615.120,true
"121",31,6,Magma,668312500,255.420,false
"121",59,6,Linear algebra,33740850000,54.960,false
"119",97,11,Linear algebra,,3635.990,true
"121",59,6,Magma,33740850000,1035.530,false
"121",97,6,Linear algebra,1155310907625,37.410,false
"120",17,17,Linear algebra,,3607.770,true
"118",31,14,Magma,,3600.060,true
"122",3,14,Linear algebra,48211200,35.060,false
"122",3,14,Magma,48211200,39.720,false
"122",7,14,Linear algebra,1802737693575,148.340,false
"120",31,17,Linear algebra,,3601.970,true
"122",7,14,Magma,1802737693575,437.970,false
"120",59,17,Linear algebra,,3607.270,true
"118",97,14,Magma,,3600.160,true
"121",97,6,Magma,1155310907625,1421.720,false
"120",97,17,Linear algebra,,3617.360,true
"122",17,14,Linear algebra,379402082912563200,973.370,false
"119",31,11,Magma,,3600.270,true
"119",59,11,Magma,,3601.290,true
"123",2,13,Linear algebra,336000,9.360,false
"123",2,13,Magma,336000,5.690,false
"123",7,13,Linear algebra,129058944000,76.850,false
"123",7,13,Magma,129058944000,346.070,false
"123",17,13,Linear algebra,30620190720000000,203.650,false
"119",97,11,Magma,,3600.260,true
"120",17,17,Magma,,3600.350,true
"120",31,17,Magma,,3600.230,true
"120",59,17,Magma,,3600.780,true
"124",3,14,Linear algebra,110592000,4.980,false
"124",3,14,Magma,110592000,9.960,false
"124",7,14,Linear algebra,3200135040000,29.370,false
"122",31,14,Linear algebra,,3603.120,true
"124",7,14,Magma,3200135040000,136.640,false
"122",59,14,Linear algebra,,3606.130,true
