FunctionField(Polynomial([PolynomialRing(GF(23)) | [16, 2, 13, 19, 6, 22], [5, 22, 11, 2, 2], [0, 20, 6, 4], [6, 19, 20], [14, 22], [1]]));23;4;3;Linear algebra;2;287;4760;0.230;1.030;0.080;false
FunctionField(Polynomial([PolynomialRing(GF(23)) | [12, 6, 8, 8, 13, 12], [9, 20, 18, 8, 10], [17, 0, 20, 15], [17, 20, 9], [11, 21], [1]]));23;4;3;Linear algebra;2;268;4475;0.200;0.950;0.100;false
FunctionField(Polynomial([PolynomialRing(GF(23)) | [8, 20, 15, 16, 10, 5], [16, 4, 21, 5, 13], [16, 6, 5, 18], [15, 9, 17], [22, 7], [1]]));23;4;3;Hess;2;286;4745;0.000;0;7.550;false
FunctionField(Polynomial([PolynomialRing(GF(23)) | [12, 6, 8, 8, 13, 12], [9, 20, 18, 8, 10], [17, 0, 20, 15], [17, 20, 9], [11, 21], [1]]));23;4;3;Hess;2;268;4475;0.000;0;7.140;false
FunctionField(Polynomial([PolynomialRing(GF(23)) | [9, 16, 15, 15, 0, 15], [4, 20, 13, 0, 1], [10, 16, 5, 2], [20, 20, 13], [22, 1]]));23;4;3;Hess;2;264;5985;0.000;0;8.290;false
FunctionField(Polynomial([PolynomialRing(GF(23)) | [16, 2, 13, 19, 6, 22], [5, 22, 11, 2, 2], [0, 20, 6, 4], [6, 19, 20], [14, 22], [1]]));23;4;3;Hess;2;287;4760;0.000;0;7.760;false
FunctionField(Polynomial([PolynomialRing(GF(23)) | [1, 3, 4, 10, 11, 15], [16, 16, 19, 13, 13], [3, 1, 5, 4], [22, 12, 7], [1, 3], [1]]));23;4;3;Hess;2;282;5474;0.000;0;9.670;false
FunctionField(Polynomial([PolynomialRing(GF(31)) | [27, 30, 8, 7, 27, 15], [0, 3, 16, 18, 11], [27, 30, 10, 26], [7, 3, 10], [10, 20], [1]]));31;4;3;Linear algebra;2;498;17220;0.400;1.990;0.310;false
FunctionField(Polynomial([PolynomialRing(GF(31)) | [25, 28, 26, 14, 6, 22], [19, 13, 10, 15, 29], [23, 9, 10, 18], [18, 10, 13], [19, 28], [1]]));31;4;3;Linear algebra;2;489;17835;0.500;1.730;0.330;false
FunctionField(Polynomial([PolynomialRing(GF(31)) | [29, 30, 10, 3, 4, 18], [11, 18, 24, 25, 22], [13, 26, 16, 8], [6, 11, 18], [3, 24], [1]]));31;4;3;Linear algebra;2;542;19372;0.390;1.840;0.330;false
FunctionField(Polynomial([PolynomialRing(GF(31)) | [11, 2, 1, 0, 18, 18], [16, 28, 30, 25, 9], [6, 17, 27, 11], [6, 14, 6], [28, 30], [1]]));31;4;3;Linear algebra;2;565;23040;0.460;2.030;0.470;false
FunctionField(Polynomial([PolynomialRing(GF(31)) | [27, 29, 10, 9, 29, 8], [19, 2, 25, 6, 18], [16, 28, 3, 5], [19, 23, 8], [26, 5], [1]]));31;4;3;Linear algebra;2;506;21152;0.450;1.730;0.410;false
FunctionField(Polynomial([PolynomialRing(GF(31)) | [27, 30, 8, 7, 27, 15], [0, 3, 16, 18, 11], [27, 30, 10, 26], [7, 3, 10], [10, 20], [1]]));31;4;3;Hess;2;498;6827;0.000;0;9.980;true
FunctionField(Polynomial([PolynomialRing(GF(31)) | [25, 28, 26, 14, 6, 22], [19, 13, 10, 15, 29], [23, 9, 10, 18], [18, 10, 13], [19, 28], [1]]));31;4;3;Hess;2;489;6251;0.000;0;9.990;true
FunctionField(Polynomial([PolynomialRing(GF(31)) | [29, 30, 10, 3, 4, 18], [11, 18, 24, 25, 22], [13, 26, 16, 8], [6, 11, 18], [3, 24], [1]]));31;4;3;Hess;2;542;6790;0.000;0;9.990;true
FunctionField(Polynomial([PolynomialRing(GF(31)) | [11, 2, 1, 0, 18, 18], [16, 28, 30, 25, 9], [6, 17, 27, 11], [6, 14, 6], [28, 30], [1]]));31;4;3;Hess;2;565;6454;0.000;0;9.990;true
FunctionField(Polynomial([PolynomialRing(GF(31)) | [27, 29, 10, 9, 29, 8], [19, 2, 25, 6, 18], [16, 28, 3, 5], [19, 23, 8], [26, 5], [1]]));31;4;3;Hess;2;506;6281;0.000;0;9.980;true
FunctionField(Polynomial([PolynomialRing(GF(59)) | [10, 50, 10, 11, 15, 9], [44, 22, 13, 29, 10], [1, 1, 14, 49], [17, 6, 42], [37, 52], [1]]));59;4;3;Linear algebra;2;1706;129804;1.850;5.500;2.270;false
FunctionField(Polynomial([PolynomialRing(GF(59)) | [47, 13, 8, 4, 49, 44], [26, 57, 32, 14, 36], [18, 22, 40, 55], [37, 50, 43], [26, 1], [1]]));59;4;3;Linear algebra;2;1783;124300;1.620;5.740;2.210;false
FunctionField(Polynomial([PolynomialRing(GF(59)) | [11, 7, 40, 58, 2, 45], [24, 28, 7, 0, 4], [54, 6, 32, 37], [50, 36, 40], [56, 22], [1]]));59;4;3;Linear algebra;2;1697;122752;1.570;5.630;2.100;false
FunctionField(Polynomial([PolynomialRing(GF(59)) | [23, 39, 22, 37, 50, 25], [10, 50, 26, 39, 19], [51, 48, 26, 7], [17, 46, 33], [6, 14], [1]]));59;4;3;Linear algebra;2;1807;139122;1.640;6.160;2.410;false
FunctionField(Polynomial([PolynomialRing(GF(59)) | [41, 36, 40, 42, 58, 29], [54, 51, 5, 58, 17], [15, 33, 6, 44], [23, 12, 41], [55, 46], [1]]));59;4;3;Linear algebra;2;1822;133114;1.630;6.270;2.610;false
FunctionField(Polynomial([PolynomialRing(GF(59)) | [10, 50, 10, 11, 15, 9], [44, 22, 13, 29, 10], [1, 1, 14, 49], [17, 6, 42], [37, 52], [1]]));59;4;3;Hess;2;1706;5791;0.000;0;10.000;true
FunctionField(Polynomial([PolynomialRing(GF(59)) | [47, 13, 8, 4, 49, 44], [26, 57, 32, 14, 36], [18, 22, 40, 55], [37, 50, 43], [26, 1], [1]]));59;4;3;Hess;2;1783;5821;0.020;0;9.980;true
